Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),EV CHARGING POWER DRAW:Schedule Value [](TimeStep),EV CHARGING POWER DRAW COPY:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 03/24  13:00:00,,0.511270024,0.542226269,320165410.9,33185169.5
 03/24  14:00:00,,0.322786251,0.645572502,312406676.4,25169034.17
 03/24  15:00:00,,0.447757796,0.895515593,328485574.3,25062909.52
 03/24  16:00:00,,1.027288162,0.653312087,343025982.8,34006731.26
 03/24  17:00:00,,0.989045503,0.615069429,291217869.9,39682614.02
 03/24  18:00:00,,1.373976074,1,184201071.5,33835431.99
 03/24  19:00:00,,0.805372183,0.805372183,204513837.2,39502738.07
 03/24  20:00:00,,0.57728204,0.57728204,193687217,36745349.73
 03/24  21:00:00,,0.592761211,0.592761211,194498899.8,38905790.67
 03/24  22:00:00,,0.389255634,0.389255634,100704522.2,11200807.24
 03/24  23:00:00,,0.340541771,0.340541771,92744575.73,11191807.67
 03/24  24:00:00,,0.063282495,0.063282495,61960495.73,7212348.775
 03/25  01:00:00,,0.046892784,0.046892784,61924744,11107115.55
 03/25  02:00:00,,-0.002136821,0.02754382,61882537.1,7212348.775
 03/25  03:00:00,,-0.021485785,0.008194855,61817793.19,7212348.775
 03/25  04:00:00,,-0.025583213,0.004097428,61775586.29,11107353.22
 03/25  05:00:00,,-0.025583213,0.004097428,237954163.4,7212348.775
 03/25  06:00:00,,-0.018526532,0.011154109,231096391.6,11219247.46
 03/25  07:00:00,,0.027228078,0.056908718,193862260.7,67831700.09
 03/25  08:00:00,,0.141500784,0.171181425,195223678.8,48151750.2
 03/25  09:00:00,,0.227091497,0.256772137,174749779.4,27080369.46
 03/25  10:00:00,,0.44584861,0.475529251,162195173,15627856.36
 03/25  11:00:00,,0.481587285,0.511267926,160444429.8,20028538.43
 03/25  12:00:00,,0.501707262,0.501707262,116040996.7,19868847.24
 03/25  13:00:00,,0.53793832,0.573867517,107048553.5,19824737.94
 03/25  14:00:00,,0.481029601,0.516958798,97858157.13,15484341.82
 03/25  15:00:00,,0.449123606,0.449123606,99299451.29,15415986.46
 03/25  16:00:00,,0.438652402,0.438652402,99007578.14,15455392.69
 03/25  17:00:00,,0.336444343,0.336444343,75956316,11223325.09
 03/25  18:00:00,,0.830231408,0.435010244,50118366.76,11218656.11
 03/25  19:00:00,,0.352378784,0.352378784,73497085.06,7212348.775
 03/25  20:00:00,,0.254495789,0.254495789,72241203.17,11107530.15
 03/25  21:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 03/25  22:00:00,,0.12610972,0.12610972,71961148,7212348.775
 03/25  23:00:00,,0.097882996,0.097882996,71899575.59,11107582.6
 03/25  24:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 03/26  01:00:00,,0.014113362,0.014113362,61853240.55,7212348.775
 03/26  02:00:00,,-0.024310078,0.007056681,61837847.45,11107721.76
 03/26  03:00:00,,-0.024310078,0.007056681,61769425.52,7212348.775
 03/26  04:00:00,,-0.024310078,0.007056681,61769425.52,7212348.775
 03/26  05:00:00,,0.040793496,0.072160255,61769425.52,11107877.66
 03/26  06:00:00,,0.008469344,0.039836103,78185220.06,11172668.71
 03/26  07:00:00,,0.036013164,0.067379923,49359253.35,7212348.775
 03/26  08:00:00,,0.094060056,0.125426815,48660379.12,11178746.66
 03/26  09:00:00,,0.130936906,0.162303665,63974606.79,11176679.55
 03/26  10:00:00,,0.209015667,0.240382427,48636302.88,11174170.15
 03/26  11:00:00,,0.217210523,0.248577282,92862740.98,11207650.53
 03/26  12:00:00,,0.215114956,0.215114956,48824495.98,11206625.89
 03/26  13:00:00,,0.318233553,0.318233553,104206010.6,15314796.61
 03/26  14:00:00,,0.281291965,0.329387662,49069193.78,11190464.04
 03/26  15:00:00,,0.247894377,0.247894377,104577473.2,7212348.775
 03/26  16:00:00,,0.209875179,0.285454132,48973359.3,11164293.33
 03/26  17:00:00,,0.241520601,0.241520601,105803961.2,11169245.96
 03/26  18:00:00,,0.453005923,0.226269064,42756519.95,11108020.35
 03/26  19:00:00,,0.223309811,0.223309811,87957870.72,7212348.775
 03/26  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 03/26  21:00:00,,0.160710221,0.160710221,72036623.86,11107860.03
 03/26  22:00:00,,0.117914865,0.117914865,71943272.14,7212348.775
 03/26  23:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 03/26  24:00:00,,0.240837696,0.240837696,73841457.51,11107076.22
 03/27  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/27  02:00:00,,0.119496475,0.137491464,73616023.03,7212348.775
 03/27  03:00:00,,0.07488004,0.092875028,73576769.63,11107030.54
 03/27  04:00:00,,0.061904852,0.079899841,73479445.49,7212348.775
 03/27  05:00:00,,0.104700208,0.122695197,82138846.07,7212348.775
 03/27  06:00:00,,0.138617804,0.156612793,114345102.8,11208625.85
 03/27  07:00:00,,0.20007922,0.218074209,253452447.5,44408321.59
 03/27  08:00:00,,0.428169364,0.446164352,366161057.1,28162878.04
 03/27  09:00:00,,0.475517417,0.493512406,315630147.2,27244954.79
 03/27  10:00:00,,0.604131121,0.62212611,304673975,28307894.71
 03/27  11:00:00,,0.263828819,0.527657637,313881270.9,30957595.5
 03/27  12:00:00,,0.697875042,0.673116321,335540897.6,37106803.84
 03/27  13:00:00,,0.56698499,0.542226269,352113646.6,36699514.53
 03/27  14:00:00,,0.322786251,0.645572502,341896286.4,25147898.61
 03/27  15:00:00,,1.046654303,0.895515593,343527783.1,25048577.65
 03/27  16:00:00,,0.804450798,0.653312087,340740624,30617073.98
 03/27  17:00:00,,0.766208139,0.615069429,246414101.4,20203647.99
 03/27  18:00:00,,1.15113871,1,133185503,19923296.54
 03/27  19:00:00,,0.805372183,0.805372183,152697168.3,15484824.71
 03/27  20:00:00,,0.57728204,0.57728204,135801507.6,15544590.66
 03/27  21:00:00,,0.592761211,0.592761211,132553229.7,15260135.72
 03/27  22:00:00,,0.389255634,0.389255634,100704522.2,11198251.61
 03/27  23:00:00,,0.340541771,0.340541771,92744575.73,9359128.027
 03/27  24:00:00,,0.240837696,0.240837696,73841457.51,8999994.671
 03/28  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/28  02:00:00,,0.125496328,0.137491464,73616023.03,7212348.775
 03/28  03:00:00,,0.080879893,0.092875028,73589857.42,11107018.44
 03/28  04:00:00,,0.067904705,0.079899841,73492533.28,7212348.775
 03/28  05:00:00,,0.110700061,0.122695197,82151933.86,7212348.775
 03/28  06:00:00,,0.144617657,0.156612793,114358190.6,15206438.47
 03/28  07:00:00,,0.206079073,0.218074209,260290213.7,31683702.49
 03/28  08:00:00,,0.434169217,0.446164352,390762944.4,44085405.34
 03/28  09:00:00,,0.48151727,0.493512406,352629895.1,58272602.66
 03/28  10:00:00,,0.311063055,0.62212611,330217950.4,58479545.67
 03/28  11:00:00,,0.55996886,0.527657637,326227927.8,59687941.15
 03/28  12:00:00,,0.705427544,0.673116321,363723424.9,61367545.37
 03/28  13:00:00,,0.574537492,0.542226269,337290487.9,60670870.68
 03/28  14:00:00,,0.677883724,0.645572502,321326283,47451563.37
 03/28  15:00:00,,0.927826816,0.895515593,321335759.4,47906057.15
 03/28  16:00:00,,0.68562331,0.653312087,328881742.4,52122988.15
 03/28  17:00:00,,0.647380651,0.615069429,293870513.5,44357800.21
 03/28  18:00:00,,1.032311223,1,203927021.8,50803556.23
 03/28  19:00:00,,0.805372183,0.805372183,223025793.4,47334058.53
 03/28  20:00:00,,0.57728204,0.57728204,216171307.9,56257917.75
 03/28  21:00:00,,0.592761211,0.592761211,212072465.9,54088543.36
 03/28  22:00:00,,0.389255634,0.389255634,100704522.2,11172887.11
 03/28  23:00:00,,0.340541771,0.340541771,92744575.73,11187165.72
 03/28  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/29  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/29  02:00:00,,0.134927081,0.137491464,73616023.03,11106928.85
 03/29  03:00:00,,0.090310646,0.092875028,73610429.21,7212348.775
 03/29  04:00:00,,0.077335458,0.079899841,73513105.07,7212348.775
 03/29  05:00:00,,0.120130814,0.122695197,269588079.9,11108656.51
 03/29  06:00:00,,0.15404841,0.156612793,258885701.2,11213805.6
 03/29  07:00:00,,0.215509826,0.218074209,268548538.5,98084760.89
 03/29  08:00:00,,0.44359997,0.446164352,381746169.6,59447014.86
 03/29  09:00:00,,0.490948023,0.493512406,323399975,36653642.47
 03/29  10:00:00,,0.619561727,0.62212611,309174859.2,26628141.6
 03/29  11:00:00,,0.525093254,0.527657637,315903765.6,34550722.36
 03/29  12:00:00,,0.670551939,0.673116321,319424050.5,35533633.06
 03/29  13:00:00,,0.539661886,0.542226269,326125789.8,33298290.22
 03/29  14:00:00,,0.643008119,0.645572502,315301951.4,25154577.64
 03/29  15:00:00,,0.447757796,0.895515593,316143131.2,25045123.55
 03/29  16:00:00,,0.326656044,0.653312087,338705749.4,30613673.77
 03/29  17:00:00,,1.638218479,0.615069429,233956750.5,22501207.17
 03/29  18:00:00,,2.02314905,1,131143148.7,17714301.85
 03/29  19:00:00,,0.805372183,0.805372183,154599329.5,15479787.35
 03/29  20:00:00,,0.57728204,0.57728204,140371896.2,19709629.8
 03/29  21:00:00,,0.592761211,0.592761211,149378057.2,11226544.71
 03/29  22:00:00,,0.389255634,0.389255634,100704522.2,11185298.96
 03/29  23:00:00,,0.340541771,0.340541771,92744575.73,11171983.11
 03/29  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/30  01:00:00,,0.173913043,0.173913043,73695471.3,11106807.98
 03/30  02:00:00,,0.056289158,0.137491464,73616023.03,7212348.775
 03/30  03:00:00,,0.011672723,0.092875028,73438892.24,7212348.775
 03/30  04:00:00,,-0.001302465,0.079899841,73341568.1,11106401.66
 03/30  05:00:00,,0.041492891,0.122695197,82000968.68,7212348.775
 03/30  06:00:00,,0.075410488,0.156612793,114207225.4,11218715.39
 03/30  07:00:00,,0.136871903,0.218074209,247025137.9,24206841.84
 03/30  08:00:00,,0.364962047,0.446164352,360834278,25192875.4
 03/30  09:00:00,,0.412310101,0.493512406,317289047.2,25431286.38
 03/30  10:00:00,,0.540923804,0.62212611,311762545,30094403.66
 03/30  11:00:00,,0.446455332,0.527657637,337201039.4,30937616.99
 03/30  12:00:00,,0.336558161,0.673116321,342723222.8,37066490.01
 03/30  13:00:00,,0.271113135,0.542226269,321216456.7,33163904.28
 03/30  14:00:00,,0.683107979,0.645572502,305954913.7,27384335.5
 03/30  15:00:00,,0.447757796,0.895515593,306631657.1,23356012.41
 03/30  16:00:00,,0.326656044,0.653312087,317394988.9,28681536.04
 03/30  17:00:00,,1.785251297,0.615069429,242695013.2,24536708.04
 03/30  18:00:00,,2.170181869,1,127979548.1,16505060.4
 03/30  19:00:00,,0.805372183,0.805372183,155017259.4,18815716.69
 03/30  20:00:00,,0.57728204,0.57728204,146257437,15537537.18
 03/30  21:00:00,,0.592761211,0.592761211,155326308.4,12003570.07
 03/30  22:00:00,,0.389255634,0.389255634,100704522.2,11197268.04
 03/30  23:00:00,,0.340541771,0.340541771,92744575.73,11189932.68
 03/30  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/31  01:00:00,,0.173913043,0.173913043,73695471.3,11106810.03
 03/31  02:00:00,,0.044619887,0.137491464,73616023.03,7212348.775
 03/31  03:00:00,,3.45157E-06,0.092875028,73413437.45,7212348.775
 03/31  04:00:00,,-0.012971736,0.079899841,73316113.31,11106990.29
 03/31  05:00:00,,0.02982362,0.122695197,81975513.9,7212348.775
 03/31  06:00:00,,0.063741216,0.156612793,114181770.7,11212579.32
 03/31  07:00:00,,0.125202632,0.218074209,261439353.6,39444228.35
 03/31  08:00:00,,0.353292775,0.446164352,372027911.2,29862499.48
 03/31  09:00:00,,0.400640829,0.493512406,321086249.2,25430437.6
 03/31  10:00:00,,0.311063055,0.62212611,308651674.6,30088097.28
 03/31  11:00:00,,0.467110724,0.527657637,315052502.3,30925542.02
 03/31  12:00:00,,0.612569408,0.673116321,319451871.1,37052187.3
 03/31  13:00:00,,0.481679356,0.542226269,326532715.9,36122655.28
 03/31  14:00:00,,0.585025588,0.645572502,312735061.4,25625524.12
 03/31  15:00:00,,0.447757796,0.895515593,315186398.5,24986518.81
 03/31  16:00:00,,0.326656044,0.653312087,328753893.8,28031887.66
 03/31  17:00:00,,1.425615866,0.615069429,233207241.8,22605743.74
 03/31  18:00:00,,1.810546438,1,132584453.9,19582341.7
 03/31  19:00:00,,0.805372183,0.805372183,154709977.5,15804783.19
 03/31  20:00:00,,0.57728204,0.57728204,138754385.1,15538904.16
 03/31  21:00:00,,0.592761211,0.592761211,144307682.5,11223450.62
 03/31  22:00:00,,0.389255634,0.389255634,100704522.2,11192882.47
 03/31  23:00:00,,0.340541771,0.340541771,92744575.73,11187435.56
 03/31  24:00:00,4.949193548,0.063282495,0.063282495,61960495.73,11106326.34
 04/01  01:00:00,,0.046892784,0.046892784,61924744,7212348.775
 04/01  02:00:00,,-0.036785263,0.02754382,61882537.1,7212348.775
 04/01  03:00:00,,-0.056134227,0.008194855,61742212.75,11106033.12
 04/01  04:00:00,,-0.060231655,0.004097428,61700005.85,7212348.775
 04/01  05:00:00,,-0.060231655,0.004097428,61691067.92,7212348.775
 04/01  06:00:00,,-0.053174974,0.011154109,113985328.4,11206126.45
 04/01  07:00:00,,-0.007420364,0.056908718,184558610.6,20090630.65
 04/01  08:00:00,,0.106852343,0.171181425,191862435.5,18068238.01
 04/01  09:00:00,,0.192443055,0.256772137,167478392.7,19912755.86
 04/01  10:00:00,,0.411200169,0.475529251,148787448.5,15615394.17
 04/01  11:00:00,,0.511267926,0.511267926,154306971.6,20019028.94
 04/01  12:00:00,,0.426190513,0.501707262,108503242,19863770.27
 04/01  13:00:00,,0.573867517,0.573867517,98961111.54,19819669.46
 04/01  14:00:00,,0.516958798,0.516958798,112240529.5,15473584.37
 04/01  15:00:00,,0.449123606,0.449123606,108033773.6,15417630.68
 04/01  16:00:00,,0.233678369,0.438652402,99852846.26,15441345.21
 04/01  17:00:00,,0.336444343,0.336444343,70103730.08,11215096.57
 04/01  18:00:00,,1.049932341,0.435010244,49959667.72,11228591.07
 04/01  19:00:00,,0.352378784,0.352378784,73976330.07,7212348.775
 04/01  20:00:00,,0.254495789,0.254495789,72241203.17,11107370.66
 04/01  21:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 04/01  22:00:00,,0.12610972,0.12610972,71961148,7212348.775
 04/01  23:00:00,,0.097882996,0.097882996,71899575.59,11106842.87
 04/01  24:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 04/02  01:00:00,,0.014113362,0.014113362,61853240.55,7212348.775
 04/02  02:00:00,,-0.04174666,0.007056681,61837847.45,11106963.73
 04/02  03:00:00,,-0.04174666,0.007056681,61731390.2,7212348.775
 04/02  04:00:00,,-0.04174666,0.007056681,61731390.2,7212348.775
 04/02  05:00:00,,0.023356914,0.072160255,61731390.2,11107076.99
 04/02  06:00:00,,-0.008967238,0.039836103,78147184.74,7212348.775
 04/02  07:00:00,,0.018576582,0.067379923,48740501.42,11162806.26
 04/02  08:00:00,,0.076623474,0.125426815,48391205.49,11171260.3
 04/02  09:00:00,,0.113500324,0.162303665,48517826.18,11172789.36
 04/02  10:00:00,,0.240382427,0.240382427,59843801.08,11171974.44
 04/02  11:00:00,,0.192543816,0.248577282,48892917.92,11214058.48
 04/02  12:00:00,,0.215114956,0.215114956,68586992.9,11217007.6
 04/02  13:00:00,,0.250403569,0.318233553,49044862.75,11257447.9
 04/02  14:00:00,,0.261557677,0.329387662,94914998.49,11196177.23
 04/02  15:00:00,,0.247894377,0.247894377,48921232.73,11188623.02
 04/02  16:00:00,,0.285454132,0.285454132,87207697.88,11172123.69
 04/02  17:00:00,,0.241520601,0.241520601,48956876.94,11181791.77
 04/02  18:00:00,,0.972398897,0.226269064,43033826.2,7212348.775
 04/02  19:00:00,,0.223309811,0.223309811,73807202.36,11107679.68
 04/02  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 04/02  21:00:00,,0.160710221,0.160710221,72036623.86,7212348.775
 04/02  22:00:00,,0.117914865,0.117914865,71943272.14,11107641.24
 04/02  23:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 04/02  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 04/03  01:00:00,,0.173913043,0.173913043,73695471.3,11107160.97
 04/03  02:00:00,,0.07827481,0.137491464,73616023.03,7212348.775
 04/03  03:00:00,,0.033658375,0.092875028,73486850.68,7212348.775
 04/03  04:00:00,,0.020683187,0.079899841,73389526.54,11107882.1
 04/03  05:00:00,,0.063478544,0.122695197,322570332.4,7212348.775
 04/03  06:00:00,,0.09739614,0.156612793,262213287.1,11214917.52
 04/03  07:00:00,,0.158857556,0.218074209,296955338.4,91307369.59
 04/03  08:00:00,,0.386947699,0.446164352,412330834.9,93946653.78
 04/03  09:00:00,,0.434295753,0.493512406,350742844.4,93057265.85
 04/03  10:00:00,,0.311063055,0.62212611,328372414.1,90029940.89
 04/03  11:00:00,,0.505751562,0.527657637,323361264.4,91459326.31
 04/03  12:00:00,,0.336558161,0.673116321,349957503.1,89445712.21
 04/03  13:00:00,,0.586562738,0.542226269,321912694.4,87825327.27
 04/03  14:00:00,,0.322786251,0.645572502,304936939.8,84453431.5
 04/03  15:00:00,,0.447757796,0.895515593,305272901.9,82764694.32
 04/03  16:00:00,,0.326656044,0.653312087,317358598.4,81959086
 04/03  17:00:00,,2.299685228,0.615069429,267913973.7,78623419.58
 04/03  18:00:00,,2.684615799,1,192799460,90031789.99
 04/03  19:00:00,,0.805372183,0.805372183,230264360.3,89322440.07
 04/03  20:00:00,,0.57728204,0.57728204,221039949.2,95442831.1
 04/03  21:00:00,,0.592761211,0.592761211,223360290.1,95299425.1
 04/03  22:00:00,,0.389255634,0.389255634,100704522.2,11177932.52
 04/03  23:00:00,,0.340541771,0.340541771,92744575.73,11174835.99
 04/03  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 04/04  01:00:00,,0.173913043,0.173913043,73695471.3,11106668.96
 04/04  02:00:00,,0.003791797,0.137491464,73616023.03,7212348.775
 04/04  03:00:00,,-0.040824638,0.092875028,73324377.03,7212348.775
 04/04  04:00:00,,-0.053799826,0.079899841,73227052.89,11106882.2
 04/04  05:00:00,,-0.01100447,0.122695197,293599521.9,7212348.775
 04/04  06:00:00,,0.022913126,0.156612793,293783886.8,11214915.06
 04/04  07:00:00,,0.084374542,0.218074209,280047653.3,139829026.3
 04/04  08:00:00,,0.312464686,0.446164352,403370922.5,105787069.6
 04/04  09:00:00,,0.359812739,0.493512406,329101000.2,80091177.08
 04/04  10:00:00,,0.488426443,0.62212611,312262189.2,56692318.97
 04/04  11:00:00,,0.393957971,0.527657637,315637293.3,56270113.56
 04/04  12:00:00,,0.539416655,0.673116321,341186549.5,50672461.76
 04/04  13:00:00,,0.408526602,0.542226269,320300605.7,34317590.14
 04/04  14:00:00,,0.322786251,0.645572502,306625681.7,25128811.45
 04/04  15:00:00,,0.447757796,0.895515593,306379703.3,25019849.63
 04/04  16:00:00,,0.326656044,0.653312087,317224874.9,30565409.56
 04/04  17:00:00,,1.40950455,0.615069429,252904008.3,20225954.34
 04/04  18:00:00,,1.794435122,1,129421168.3,32091298.64
 04/04  19:00:00,,0.805372183,0.805372183,167112826.1,44690036.42
 04/04  20:00:00,,0.57728204,0.57728204,162311981.8,64478753.77
 04/04  21:00:00,,0.592761211,0.592761211,179238968.4,57854472.46
 04/04  22:00:00,,0.389255634,0.389255634,100704522.2,11196844.91
 04/04  23:00:00,,0.340541771,0.340541771,92744575.73,11180964.03
 04/04  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 04/05  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 04/05  02:00:00,,0.074441057,0.137491464,73616023.03,11107124.42
 04/05  03:00:00,,0.029824622,0.092875028,73478487.91,7212348.775
 04/05  04:00:00,,0.016849434,0.079899841,73381163.78,7212348.775
 04/05  05:00:00,,0.05964479,0.122695197,253099519.7,11107337.97
 04/05  06:00:00,,0.093562387,0.156612793,237336043.2,11213660.85
 04/05  07:00:00,,0.155023802,0.218074209,250981021.7,65337242.17
 04/05  08:00:00,,0.383113946,0.446164352,368697926.9,44314595.31
 04/05  09:00:00,,0.430462,0.493512406,315954756.7,25913533.68
 04/05  10:00:00,,0.559075703,0.62212611,306636567.3,26359270.57
 04/05  11:00:00,,0.263828819,0.527657637,315484028.5,34066380.48
 04/05  12:00:00,,0.6449839,0.673116321,319034627.5,34233240.29
 04/05  13:00:00,,0.271113135,0.542226269,321654040.5,35119674.34
 04/05  14:00:00,,0.322786251,0.645572502,307826715.6,25122078.04
 04/05  15:00:00,,1.062886641,0.895515593,311346088.1,25016316.62
 04/05  16:00:00,,0.820683135,0.653312087,327411866.7,30565192.3
 04/05  17:00:00,,0.782440477,0.615069429,237162775.6,20188187.13
 04/05  18:00:00,,1.167371048,1,132384993.5,19911751.17
 04/05  19:00:00,,0.805372183,0.805372183,152864050.3,15496393.37
 04/05  20:00:00,,0.57728204,0.57728204,139451465.9,15542670.04
 04/05  21:00:00,,0.592761211,0.592761211,143682369,15247029.82
 04/05  22:00:00,,0.389255634,0.389255634,100704522.2,11183048.93
 04/05  23:00:00,,0.340541771,0.340541771,92744575.73,11191132.76
 04/05  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 04/06  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 04/06  02:00:00,,0.124208047,0.137491464,73616023.03,11106237.17
 04/06  03:00:00,,0.079591612,0.092875028,73587047.22,7212348.775
